939.298582	0.000000
2309.318105	0.000000
4168.034977	0.000000
6291.732049	0.000000
8246.798876	0.000000
2580.387686	6303.280957
1083.096308	6814.503464
2641.549542	6782.689088
985.212765	6860.075854
2539.543243	6839.480351
2578.966284	6841.013532
2546.940055	6795.042137
2549.568049	6823.915527
2485.721364	6843.054276
2504.030542	6832.825984
2481.658882	6838.672969
2495.954270	6834.139042
2499.854681	6823.915527
2475.584920	6851.094373
2512.192608	6822.652106
2496.989965	6856.650134
2516.301777	6808.343581
2533.878402	6830.818299
2475.584920	6846.831074
2536.656347	6816.501286
2531.834175	6841.547569
2506.123708	6828.971636
2590.268560	6832.477288
2538.300286	6848.831833
2536.656347	6821.490725
2591.875050	6832.825984
2542.795929	6848.831833
2554.888161	6829.881164
2581.742447	6841.013532
2510.171083	6828.848561
2638.835644	6832.354227
2578.966284	6841.013532
2546.940055	6795.042137
2549.568049	6823.915527
2485.721364	6843.054276
2504.030542	6832.825984
2481.658882	6838.672969
2495.954270	6834.139042
2499.854681	6823.915527
2475.584920	6851.094373
2512.192608	6822.652106
2496.989965	6856.650134
2516.301777	6808.343581
2533.878402	6830.818299
2475.584920	6846.831074
2536.656347	6816.501286
2531.834175	6841.547569
2506.123708	6828.971636
2590.268560	6832.477288
2538.300286	6848.831833
2536.656347	6821.490725
2591.875050	6832.825984
2542.795929	6848.831833
2554.888161	6829.881164
2581.742447	6841.013532
