112.063458	0.000000
69.217067	0.000000
62.592000	0.000000
62.592000	0.000000
62.592000	0.000000
104.632354	32.741012
67.843607	32.959225
69.588361	33.589922
80.780864	32.765356
64.279942	33.870197
90.755511	32.859182
68.218373	33.220695
69.955567	33.623627
80.037846	32.791029
66.032835	34.079479
108.410759	32.595172
64.102493	33.350651
73.327689	33.486976
72.925955	32.854115
67.601644	33.972187
100.925948	32.657815
64.168841	33.486042
75.878789	33.291309
71.085686	33.003011
68.704011	33.824124
90.263527	32.710926
64.196121	33.692910
80.226311	33.030946
70.053201	33.172989
69.125225	33.666734
422.907135	32.761506
64.395340	33.962344
102.142176	32.721878
64.109911	33.294384
69.676427	33.607243
82.179009	32.759111
67.594574	34.050470
98.920479	32.611405
64.121346	33.378503
72.713468	33.503009
76.767200	32.797074
67.933041	33.973874
91.988000	32.673765
64.044798	33.486748
75.161772	33.331493
74.360104	32.920992
69.117370	33.848800
83.412000	32.710385
64.091836	33.683666
78.599000	33.098212
72.768074	33.068099
69.655548	33.734063
79.631904	32.737235
64.332082	33.957992
93.607658	32.796529
68.053990	33.210518
70.216137	33.645425
78.473168	32.780485
67.439087	34.058644
105.977157	32.599311
