93.064247	0.000000
75.953285	0.000000
62.592000	0.000000
62.592000	0.000000
62.592000	0.000000
82.347740	33.610825
77.730570	32.855862
65.614954	34.724013
82.419576	33.060617
68.642565	34.538182
68.064858	34.710379
66.201813	34.550841
68.357859	34.512808
68.812303	34.514743
68.863161	34.530245
68.881250	34.585943
68.968003	34.586629
68.946513	34.661387
68.992851	34.639337
69.004121	34.671992
68.950437	34.682783
69.000974	34.650037
68.965314	34.700494
68.954419	34.663138
69.006744	34.686397
68.884051	34.701768
68.929772	34.655960
68.995728	34.708884
68.900866	34.681921
68.948913	34.695147
68.975913	34.719656
68.916527	34.691266
69.010812	34.735727
68.931128	34.735603
68.896137	34.721426
69.015332	34.734891
68.077833	34.727296
66.201813	34.550841
68.357859	34.512808
68.812303	34.514743
68.863161	34.530245
68.881250	34.585943
68.968003	34.586629
68.946513	34.661387
68.992851	34.639337
69.004121	34.671992
68.950437	34.682783
69.000974	34.650037
68.965314	34.700494
68.954419	34.663138
69.006744	34.686397
68.884051	34.701768
68.929772	34.655960
68.995728	34.708884
68.900866	34.681921
68.948913	34.695147
68.975913	34.719656
68.916527	34.691266
69.010812	34.735727
68.931128	34.735603
