604.973966	0.000000
1768.063473	0.000000
3679.859719	0.000000
5656.054622	0.000000
7643.961805	0.000000
2542.674787	6164.365674
985.214619	6841.013532
2624.198698	6745.810000
978.061332	6848.831833
2551.890155	6804.387043
2554.581473	6833.195231
1123.214189	6840.075746
2587.176920	6778.467123
2549.131570	6817.558629
1183.800853	6834.385297
2575.203614	6786.285424
2605.936725	6817.558629
1325.856075	6828.691304
2562.620571	6794.103725
2094.900781	6817.558629
1465.952659	6825.349608
2554.327301	6794.103725
1967.086628	6817.558629
1606.744324	6819.653817
2539.729489	6801.922026
1847.288696	6817.558629
1728.418750	6821.996219
2533.520424	6801.922026
1730.165057	6817.558629
1855.506429	6818.650423
2527.259846	6801.922026
1619.366310	6817.558629
1974.125337	6820.992135
2521.027575	6801.922026
1502.212385	6817.558629
2095.899630	6817.654147
2491.254931	6801.884051
1382.239701	6825.376930
2211.734270	6818.090834
2487.187670	6796.654363
1259.271934	6825.376930
2318.877204	6818.527578
2501.401437	6783.617483
1150.732407	6825.376930
2436.142841	6810.926308
2509.549324	6786.882314
1029.965368	6848.831833
2551.131436	6795.286983
2507.516896	6789.268126
928.926592	6856.650134
2661.352486	6777.254769
2524.486222	6825.376930
877.053681	6841.013532
2661.418486	6768.670902
2511.902032	6817.558629
1033.052986	6841.020323
2654.747082	6784.244802
2551.858424	6825.376930
1093.512183	6837.670388
2644.775037	6769.131410
